000001161|Sicaran Arcus|SM|000000237|The Sicaran Arcus was originally conceived to supply small, unsupported Astartes forces with highly specialised weapon systems, and combines the powerful Sicaran chassis with an Arcus launcher capable of firing a wide range of warheads. Despite the mysterious censure of the Adeptus Mechanicus, surviving examples of the tank continue to serve in battle with great honour.|Other|<b>This model is equipped with:</b> Arcus multi-launcher; heavy bolter, armoured tracks.||false|||1-5|While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Sicaran-Arcus|
000001162|Sergeant Telion|SM|000000239|Delivering death from afar is Sergeant Telion’s gift. His talents for reading atmospherics, gravitic disturbance and the movement patterns of his foes allow him to place perfect kill-shots at a range far beyond that officially recognised for the Stalker-pattern boltgun he wields in battle.|Characters|<b>This model is equipped with:</b> bolt pistol; Quietus; combat knife.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Sergeant-Telion|
000001163|Sicaran Omega|SM|000000237|Retrofitted to allow the Sicaran hull to carry heavier firepower, the Omega is a formidable tank-hunter with countless victories to its name. The design utilises the speed provided by the Sicaran’s engines to apply overwhelming short-range firepower in battle, racing forwards to ambush and obliterate the lumbering siege tanks of enemy columns.|Other|<b>This model is equipped with:</b> heavy bolter; omega plasma array; armoured tracks.||false|||1-5|While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Sicaran-Omega|
000001164|Thunderfire Cannon|SM|000000239|A massive, multi-barrelled artillery piece mounted on heavy, grinding tracks, the Thunderfire Cannon can tear apart the enemy’s assaults and blow huge holes in their strong-points in relentless barrages of shells. Able to traverse all kinds of difficult terrain, it excels in supporting Space Marine attacks or shoring up defences.|Other|<b>The Techmarine Gunner is equipped with:</b> bolt pistol; flamer; plasma cutter; Gunner’s servo-arms; close combat weapon. <br><br><b>The Thunderfire Cannon is equipped with:</b> thunderfire cannon; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Thunderfire-Cannon|
000001165|Bladeguard Ancient|SM|000000139|Bladeguard Ancients bear the honour of carrying their Chapter’s precious standards into battle. The most revered of these incorporate the remains of fallen heroes of the Chapter; in their presence, battle-brothers are inspired to emulate the legendary deeds of these paragons of old.|Characters|<b>This model is equipped with:</b> heavy bolt pistol; close combat weapon.||false||<i>You can attach this model to the above unit even if one <span class="tooltip00313" data-tooltip-content="#tooltip_content00313" data-tooltip-anchor="#tooltip_content00313"><span class="kwb">CAPTAIN</span></span>, <span class="tooltip00314" data-tooltip-content="#tooltip_content00314" data-tooltip-anchor="#tooltip_content00314"><span class="kwb">CHAPTER</span> <span class="kwb">MASTER</span></span> or <span class="tooltip00322" data-tooltip-content="#tooltip_content00322" data-tooltip-anchor="#tooltip_content00322"><span class="kwb">LIEUTENANT</span></span> model has already been attached to it. If you do, and that <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">Bodyguard</a> unit is destroyed, the <span class="kwb">LEADER</span> units attached to it become separate units, with their original <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">Starting Strengths</a>.</i>|||https://wahapedia.ru/wh40k10ed/factions/space-marines/Bladeguard-Ancient|
000001166|Company Veterans On Bikes|SM|000000239||Other|<b>Every model is equipped with:</b> bolt pistol; twin boltgun; Astartes chainsword.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Company-Veterans-On-Bikes|
000001167|Company Champion On Bike|SM|000000239||Characters|<b>This model is equipped with:</b> bolt pistol; twin boltgun; master-crafted power weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Company-Champion-On-Bike|
000001168|Land Speeder Tempest|SM|000000239||Other|<b>This model is equipped with:</b> assault cannon; Tempest salvo launcher; armoured hull.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Land-Speeder-Tempest|
000001169|Land Speeder Tornado|SM|000000239|The Land Speeder Tornado is a highly mobile, multi-threat skimmer that can deal far more death and destruction than its relatively small profile suggests. In battle it serves as a mobile firebase, able to bring multiple heavy weapons to bear wherever the need is greatest.|Other|<b>This model is equipped with:</b> assault cannon; heavy bolter; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Land-Speeder-Tornado|
000001172|Captain In Gravis Armour|SM|000000139|Clad in a suit of indomitable Gravis armour, a Space Marine Captain can fearlessly stride into the very fiercest battlefield firestorms. To don Gravis armour is to demonstrate the greatest determination to crush the enemy, no matter how deeply they are entrenched.|Characters|<b>This model is equipped with:</b> master-crafted heavy bolt rifle; master-crafted power weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Captain-In-Gravis-Armour|
000001174|Chaplain|SM|000000139|Cloak billowing in the heat of battle and absolvor pistol flaring, Chaplains stride purposefully into battle, the boom of their oration audible even over the furious din of conflict. Without rest they exhort their brothers to victory, steeling their hearts, minds and souls no matter the savagery of the enemy.|Characters|<b>This model is equipped with:</b> absolvor bolt pistol; crozius arcanum.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Chaplain|
000001175|Kratos|SM|000000237|Boasting an impressive array of weapon loadouts and a formidably armoured hull, the Kratos is a venerable assault tank that has earned well its reputation amongst the hosts of both loyalist and heretic commanders alike. Advancing alongside formations of armoured infantry, the vehicle provides punishing fire support that can turn the tide of entire battles.|Other|<b>This model is equipped with:</b> autocannon; Kratos battle cannon; 4 heavy bolters; armoured tracks.||false|||1-6|While this model has 1-6 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Kratos|
000001177|Heavy Intercessor Squad|SM|000000139|Clad in thick Gravis armour, Heavy Intercessors secure ground and are immovable in the defence. Always ready for any sign of enemy counter-attack, they stand firm, laying down volleys of heavy fire that keep all but the most determined or foolhardy enemies at bay.|Battleline|<b>Every model is equipped with:</b> bolt pistol; heavy bolt rifle; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Heavy-Intercessor-Squad|
000001178|Vindicator Laser Destroyer|SM|000000237|Eschewing the more indiscriminate firepower of the demolisher cannon, Vindicators fitted with laser destroyers are specialised for the pinpoint destruction of enemy armour. This weapon was first combined with the heavily armoured Deimos chassis during the dark days of the Horus Heresy, and the Vindicator Laser Destroyer’s reputation as a deadly tank-hunter has endured ever since.|Other|<b>This model is equipped with:</b> laser volley cannon; storm bolter; armoured tracks.||false|||1-4|While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Vindicator-Laser-Destroyer|
000001179|Sokar-pattern Stormbird|SM|000000237|The Stormbird was the design precursor to the Thunderhawk Gunship, conceived as a specialised, high-durability orbital assault craft that could land a Space Marine strike force in the face of heavy ground fire. Though largely superseded by the Thunderhawk, the Stormbird’s capabilities as a mobile bastion and firebase are never overlooked by those factions who still possess it.|Other|<b>This model is equipped with:</b> hellstrike missile battery; 3 twin heavy bolters; 4 twin lascannons; armoured hull.|This model has a transport capacity of 55 <span class="tooltip00315" data-tooltip-content="#tooltip_content00315" data-tooltip-anchor="#tooltip_content00315"><span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip00321" data-tooltip-content="#tooltip_content00321" data-tooltip-anchor="#tooltip_content00321"><span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> <span class="kwb">MOUNTED</span></span> models. Each <span class="tooltip00286" data-tooltip-content="#tooltip_content00286" data-tooltip-anchor="#tooltip_content00286"><span class="kwb">JUMP</span> <span class="kwb">PACK</span></span>, <a class="kwbOne" href="/wh40k10ed/factions/space-marines/Wulfen"><span class="kwb kwbo">WULFEN</span></a>, <span class="tooltip00287" data-tooltip-content="#tooltip_content00287" data-tooltip-anchor="#tooltip_content00287"><span class="kwb">GRAVIS</span></span>, <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">POSSESSED</s></span> or <span class="tooltip00288" data-tooltip-content="#tooltip_content00288" data-tooltip-anchor="#tooltip_content00288"><span class="kwb">TERMINATOR</span></span> model takes up the space of 2 models and each <span class="kwb">MOUNTED</span>, <span class="tooltip00289" data-tooltip-content="#tooltip_content00289" data-tooltip-anchor="#tooltip_content00289"><span class="kwb">CENTURION</span></span> or <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">OBLITERATOR</s></span> model takes up the space of 3 models. This model can also transport up to 1 <a class="kwbOne" href="/wh40k10ed/factions/space-marines/Rhino"><span class="kwb kwbo">RHINO</span></a> model (this model – and any models <a href="/wh40k10ed/the-rules/core-rules/#Embark">embarked</a> within it – take up the space of 25 models).|false|||1-13|While this model has 1-13 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Sokar-pattern-Stormbird|
000001182|Ancient On Bike|SM|000000239||Characters|<b>This model is equipped with:</b> bolt pistol; twin boltgun; Astartes chainsword.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Ancient-On-Bike|
000001183|Terminator Squad|SM|000000139|Terminator armour is a marvel of technology that enables its wearer to survive anything, from the stresses of teleportation to earth-shaking artillery bombardments. So equipped, Terminator Squads can appear in the midst of the foe or stride unstoppably across the field towards them, firing their weapons all the while.|Other|<b>Every model is equipped with:</b> storm bolter; power fist.||false|||||https://wahapedia.ru/wh40k10ed/factions/space-marines/Terminator-Squad|
000001184|Terminus Ultra|SM|000000239||Other|<b>This model is equipped with:</b> 3 Terminus lascannons; 2 lascannons; armoured tracks.||false|||1-5|While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|https://wahapedia.ru/wh40k10ed/factions/space-marines/Terminus-Ultra|
